"","Rotación","Edad","Viaje de Negocios","Departamento","Distancia_Casa","Educación","Campo_Educación","Satisfacción_Ambiental","Genero","Cargo","Indicador de Satisfación_Laboral","Estado_Civil","Ingreso_Mensual","Numero de Trabajos_Anteriores","Horas_Extra","Porcentaje_aumento_salarial","Rendimiento_Laboral","Numero de Años_Experiencia","Numero de Capacitaciones","Equilibrio_Trabajo_Vida","Numero años en Antigüedad_Cargo","Numero de Años_ultima_promoción","Numero de Años_acargo_con_mismo_jefe"
"529","Si",18250,"Frecuentemente","Ventas",8,2,"Tecnicos",2,"M","Ejecutivo_Ventas",3,"Casado",6796,3,"Si",14,3,18,4,3,3,1,3
"530","No",13870,"Raramente","IyD",1,4,"Ciencias",2,"F","Representante_Salud",4,"Soltero",7625,0,"No",13,3,10,4,2,7,1,8
"531","No",9855,"Raramente","IyD",1,2,"Ciencias",3,"F","Director_Manofactura",1,"Casado",7412,1,"No",11,3,9,3,3,7,0,7
"532","No",11680,"Raramente","IyD",3,2,"Ciencias",3,"F","Director_Investigación",4,"Soltero",11159,3,"No",15,3,10,6,3,7,7,7
"533","No",17155,"Raramente","Ventas",14,4,"Mercadeo",4,"M","Ejecutivo_Ventas",1,"Soltero",4960,2,"No",12,3,20,2,3,7,1,7
"534","No",14600,"Frecuentemente","Ventas",5,4,"Ciencias",4,"M","Ejecutivo_Ventas",1,"Casado",10475,5,"Si",21,4,20,2,3,13,1,12
"535","No",19345,"Raramente","IyD",7,3,"Ciencias",3,"M","Director_Investigación",3,"Casado",14814,3,"No",19,3,32,3,3,1,1,3
"536","No",14965,"Raramente","RH",10,4,"Humanidades",2,"M","Gerente",4,"Divorciado",19141,3,"No",15,3,23,2,2,6,12,6
"537","No",21900,"Raramente","Ventas",16,4,"Mercadeo",1,"M","Ejecutivo_Ventas",1,"Soltero",5405,8,"No",14,3,10,1,3,2,2,2
"538","No",9855,"Frecuentemente","IyD",10,2,"Ciencias",4,"M","Director_Manofactura",1,"Divorciado",8793,1,"No",21,4,9,4,2,7,1,7
"539","No",14965,"Raramente","RH",1,3,"Humanidades",4,"M","Gerente",3,"Casado",19189,1,"No",12,3,22,3,3,7,2,10
"540","No",18250,"Raramente","Ventas",8,4,"Mercadeo",4,"M","Representante_Ventas",2,"Casado",3875,7,"No",15,3,4,2,3,2,2,2
"541","Si",10220,"Raramente","IyD",1,2,"Ciencias",1,"F","Investigador_Cientifico",2,"Soltero",2216,7,"Si",13,3,10,4,3,7,3,7
"542","No",13140,"No_Viaja","IyD",8,3,"Ciencias",1,"F","Director_Investigación",1,"Casado",11713,9,"No",14,3,10,2,3,7,0,5
"543","No",13870,"Raramente","IyD",1,3,"Ciencias",3,"F","Director_Manofactura",3,"Soltero",7861,4,"Si",14,3,10,4,4,0,0,0
"544","No",16060,"No_Viaja","IyD",24,3,"Salud",1,"M","Tecnico_Laboratorio",3,"Soltero",3708,2,"No",14,3,9,5,3,2,1,4
"545","No",17155,"Frecuentemente","Ventas",3,3,"Salud",4,"F","Ejecutivo_Ventas",3,"Divorciado",13770,9,"Si",12,3,28,2,2,2,11,13
"546","No",10950,"Raramente","Ventas",27,5,"Mercadeo",3,"M","Ejecutivo_Ventas",4,"Divorciado",5304,7,"No",23,4,10,2,2,7,7,7
"547","No",10585,"Raramente","Ventas",10,3,"Ciencias",3,"M","Representante_Ventas",3,"Soltero",2642,1,"No",11,3,1,6,3,0,0,0
"548","Si",15330,"Frecuentemente","IyD",19,3,"Salud",3,"M","Investigador_Cientifico",3,"Divorciado",2759,6,"Si",12,3,7,2,3,2,2,2
"549","No",15695,"Frecuentemente","Ventas",15,3,"Ciencias",4,"M","Ejecutivo_Ventas",4,"Casado",6804,3,"No",18,3,7,5,3,2,2,2
"550","No",12410,"Raramente","IyD",8,2,"Salud",2,"F","Representante_Salud",3,"Soltero",6142,3,"No",11,3,10,2,3,1,4,3
"551","No",8395,"Raramente","IyD",9,1,"Salud",2,"M","Tecnico_Laboratorio",1,"Casado",2500,1,"No",14,3,5,2,4,3,0,2
"552","No",14235,"Raramente","RH",3,3,"Humanidades",3,"F","Recursos_Humanos",2,"Casado",6389,9,"No",15,3,12,3,1,3,3,6
"553","No",20440,"Raramente","IyD",9,3,"Salud",3,"M","Representante_Salud",4,"Casado",11103,7,"No",11,3,30,1,2,7,1,1
"554","No",14600,"Raramente","IyD",2,1,"Salud",4,"F","Investigador_Cientifico",4,"Soltero",2342,0,"Si",20,4,5,2,2,2,2,3
"555","No",9855,"Raramente","IyD",7,3,"Salud",4,"F","Representante_Salud",1,"Soltero",6811,8,"No",19,3,9,2,1,6,0,7
"556","No",10585,"Raramente","Ventas",10,3,"Mercadeo",4,"M","Representante_Ventas",2,"Divorciado",2297,1,"No",14,3,2,2,3,2,2,2
"557","No",19345,"Raramente","IyD",6,3,"Ciencias",4,"M","Tecnico_Laboratorio",4,"Soltero",2450,2,"No",17,3,19,4,3,2,2,2
"558","No",12775,"No_Viaja","IyD",2,4,"Ciencias",4,"F","Representante_Salud",1,"Divorciado",5093,2,"No",11,3,16,2,4,0,0,0
"559","No",11680,"Frecuentemente","IyD",24,4,"Ciencias",1,"M","Tecnico_Laboratorio",4,"Casado",5309,1,"No",15,3,10,2,3,8,4,7
"560","No",13870,"Raramente","IyD",2,5,"Salud",4,"M","Investigador_Cientifico",3,"Casado",3057,6,"Si",13,3,6,0,1,0,0,1
"561","No",12410,"Raramente","IyD",8,5,"Ciencias",2,"F","Director_Manofactura",1,"Divorciado",5121,3,"No",14,3,7,3,3,0,0,0
"562","No",18980,"Raramente","Ventas",3,4,"Mercadeo",3,"M","Gerente",1,"Casado",16856,1,"No",11,3,34,3,4,6,1,16
"563","Si",12045,"Raramente","IyD",1,4,"Otra",4,"M","Investigador_Cientifico",4,"Soltero",2686,1,"Si",13,3,10,2,2,9,7,8
"564","No",9125,"Raramente","Ventas",26,1,"Salud",3,"F","Ejecutivo_Ventas",4,"Soltero",6180,1,"No",23,4,6,5,2,5,1,4
"565","No",16425,"Raramente","Ventas",2,2,"Tecnicos",2,"M","Representante_Ventas",3,"Soltero",6632,0,"No",13,3,9,3,3,7,3,1
"566","No",8395,"Raramente","IyD",10,1,"Salud",1,"M","Investigador_Cientifico",3,"Soltero",3505,1,"No",18,3,2,3,3,2,0,2
"567","Si",17155,"Frecuentemente","Ventas",27,2,"Ciencias",2,"F","Ejecutivo_Ventas",3,"Soltero",6397,4,"Si",12,3,8,2,3,4,1,3
"568","No",12410,"Raramente","Ventas",2,3,"Otra",4,"M","Ejecutivo_Ventas",4,"Soltero",6274,1,"No",22,4,6,5,3,5,1,4
"569","Si",20075,"Raramente","IyD",2,3,"Salud",4,"M","Gerente",1,"Casado",19859,5,"Si",13,3,24,2,3,2,1,4
"570","No",13140,"No_Viaja","Ventas",8,4,"Ciencias",1,"M","Ejecutivo_Ventas",1,"Soltero",7587,1,"No",15,3,10,1,3,7,0,9
"571","No",18980,"No_Viaja","IyD",19,4,"Salud",4,"M","Investigador_Cientifico",4,"Casado",4258,0,"No",18,3,5,3,3,3,1,2
"572","No",9490,"Frecuentemente","IyD",1,2,"Ciencias",1,"F","Tecnico_Laboratorio",4,"Divorciado",4364,3,"No",14,3,5,2,3,2,2,0
"573","No",10585,"Raramente","IyD",27,3,"Salud",2,"F","Representante_Salud",3,"Casado",4335,4,"No",12,3,11,3,2,7,1,1
"574","Si",9490,"Raramente","Ventas",8,3,"Tecnicos",4,"M","Ejecutivo_Ventas",1,"Soltero",5326,6,"No",17,3,6,2,2,3,1,2
"575","No",12410,"Raramente","IyD",1,4,"Ciencias",2,"F","Investigador_Cientifico",4,"Soltero",3280,2,"No",16,3,10,2,3,2,1,3
"576","No",19710,"Raramente","IyD",19,4,"Salud",4,"F","Director_Manofactura",1,"Divorciado",5485,9,"Si",11,3,9,4,3,3,1,4
"577","No",9855,"Frecuentemente","Ventas",8,1,"Mercadeo",3,"M","Ejecutivo_Ventas",4,"Casado",4342,0,"No",19,3,5,3,3,2,1,1
"578","No",13505,"Raramente","IyD",10,1,"Ciencias",4,"F","Investigador_Cientifico",1,"Divorciado",2782,0,"Si",13,3,6,3,2,3,4,3
"579","No",13870,"Frecuentemente","IyD",2,4,"Ciencias",1,"F","Director_Manofactura",1,"Soltero",5980,6,"Si",12,3,17,2,3,7,4,12
"580","No",12410,"Raramente","IyD",2,4,"Salud",3,"F","Investigador_Cientifico",1,"Soltero",4381,1,"No",11,3,6,3,3,5,1,3
"581","No",12775,"Raramente","Ventas",8,4,"Ciencias",1,"F","Representante_Ventas",4,"Casado",2572,1,"No",16,3,3,1,2,2,0,2
"582","No",10950,"Raramente","IyD",1,3,"Ciencias",4,"M","Tecnico_Laboratorio",3,"Casado",3833,3,"No",21,4,7,2,3,2,0,2
"583","No",14600,"Frecuentemente","IyD",2,2,"Salud",3,"F","Representante_Salud",2,"Casado",4244,1,"No",24,4,8,2,3,7,3,7
"584","No",12410,"Raramente","Ventas",8,2,"Ciencias",3,"F","Ejecutivo_Ventas",1,"Casado",6500,5,"No",17,3,6,1,3,2,1,2
"585","No",15330,"Frecuentemente","IyD",8,3,"Ciencias",2,"M","Gerente",4,"Divorciado",18430,1,"No",13,3,24,4,2,7,14,9
"586","Si",8395,"Raramente","IyD",6,3,"Ciencias",3,"M","Tecnico_Laboratorio",1,"Casado",1601,1,"Si",21,4,1,2,3,0,0,0
"587","No",8760,"No_Viaja","IyD",9,3,"Ciencias",3,"M","Tecnico_Laboratorio",2,"Divorciado",2694,1,"No",11,3,1,4,3,0,0,0
"588","No",18980,"Raramente","IyD",11,4,"Ciencias",4,"F","Tecnico_Laboratorio",3,"Casado",3149,8,"No",20,4,9,3,3,2,1,4
"589","No",18250,"Raramente","IyD",2,3,"Salud",3,"M","Director_Investigación",3,"Casado",17639,5,"No",16,3,30,3,3,3,0,3
"590","Si",10585,"Raramente","IyD",1,2,"Ciencias",2,"F","Tecnico_Laboratorio",1,"Casado",2319,1,"Si",11,3,1,1,3,0,0,0
"591","No",12045,"Raramente","IyD",7,3,"Salud",3,"M","Director_Investigación",3,"Casado",11691,0,"No",11,3,14,3,4,9,3,7
"592","Si",12045,"Raramente","Ventas",16,3,"Mercadeo",1,"F","Ejecutivo_Ventas",1,"Soltero",5324,5,"No",15,3,6,3,3,2,0,2
"593","No",17155,"Raramente","IyD",2,2,"Otra",3,"F","Gerente",4,"Casado",16752,1,"Si",11,3,26,3,2,14,3,0
"594","No",13140,"Raramente","IyD",1,3,"Otra",3,"F","Director_Manofactura",2,"Casado",5228,0,"No",15,3,10,2,3,7,0,5
"595","No",10585,"Raramente","IyD",23,2,"Ciencias",3,"M","Investigador_Cientifico",3,"Casado",2700,1,"No",24,4,10,3,3,7,0,7
"596","Si",21170,"Raramente","IyD",2,4,"Ciencias",4,"M","Director_Investigación",2,"Soltero",19246,7,"Si",12,3,40,2,3,15,13,8
"597","No",12775,"Raramente","IyD",1,4,"Ciencias",4,"F","Investigador_Cientifico",3,"Soltero",2506,3,"No",13,3,7,0,3,2,2,2
"598","No",15330,"Raramente","IyD",1,2,"Ciencias",4,"F","Director_Manofactura",4,"Casado",6062,9,"Si",13,3,8,4,3,3,0,2
"599","Si",10220,"Raramente","IyD",2,4,"Salud",3,"M","Investigador_Cientifico",3,"Soltero",4382,6,"No",17,3,5,3,2,2,2,1
"600","No",13140,"Raramente","RH",13,3,"Humanidades",3,"M","Recursos_Humanos",2,"Casado",2143,4,"No",13,3,8,2,3,2,0,4
"601","No",11680,"Raramente","IyD",4,3,"Ciencias",3,"F","Director_Manofactura",3,"Casado",6162,1,"No",12,3,14,3,3,13,6,8
"602","No",14600,"Frecuentemente","IyD",16,4,"Salud",1,"M","Tecnico_Laboratorio",3,"Soltero",5094,6,"No",14,3,10,6,3,0,0,0
"603","No",10950,"Raramente","IyD",2,3,"Salud",3,"F","Director_Manofactura",4,"Soltero",6877,5,"Si",24,4,12,4,2,0,0,0
"604","No",16425,"Raramente","IyD",2,3,"Ciencias",2,"F","Investigador_Cientifico",3,"Soltero",2274,1,"No",14,3,1,3,3,0,0,0
"605","No",15330,"Raramente","IyD",29,3,"Ciencias",2,"M","Director_Manofactura",2,"Casado",4434,1,"No",13,3,10,3,2,8,7,8
"606","No",13870,"Frecuentemente","IyD",12,3,"Ciencias",1,"M","Representante_Salud",1,"Divorciado",6288,2,"No",15,3,13,3,2,3,1,2
"607","No",12410,"Frecuentemente","IyD",16,4,"Ciencias",3,"F","Investigador_Cientifico",4,"Soltero",2553,1,"No",16,3,6,3,3,2,1,3
"608","Si",17885,"Raramente","Ventas",11,3,"Mercadeo",3,"F","Ejecutivo_Ventas",4,"Casado",7654,1,"No",18,3,9,3,4,8,7,7
"609","Si",20075,"Raramente","Ventas",2,1,"Salud",3,"M","Ejecutivo_Ventas",4,"Soltero",5160,4,"No",16,3,12,3,2,7,7,3
"610","No",15695,"Raramente","IyD",14,2,"Ciencias",2,"M","Director_Investigación",1,"Casado",17159,6,"No",24,4,22,3,3,1,1,0
"611","No",9855,"Raramente","IyD",5,1,"Tecnicos",3,"M","Director_Investigación",4,"Divorciado",12808,1,"Si",16,3,9,3,3,8,0,8
"612","No",12775,"Raramente","IyD",7,3,"Otra",3,"M","Director_Manofactura",3,"Soltero",10221,3,"No",21,4,17,3,4,5,1,6
"613","No",10220,"Raramente","Ventas",2,4,"Mercadeo",2,"F","Ejecutivo_Ventas",2,"Casado",4779,1,"Si",20,4,8,2,3,7,7,5
"614","No",12410,"Raramente","RH",3,2,"Humanidades",3,"M","Recursos_Humanos",4,"Casado",3737,0,"No",19,3,4,1,1,2,0,2
"615","Si",9490,"Frecuentemente","IyD",5,2,"Salud",3,"F","Investigador_Cientifico",3,"Casado",2366,1,"Si",14,3,8,2,3,7,1,7
"616","No",9855,"No_Viaja","IyD",3,3,"Salud",4,"M","Investigador_Cientifico",4,"Casado",1706,1,"No",11,3,0,6,2,0,0,0
"617","No",18615,"Raramente","Ventas",26,4,"Mercadeo",1,"F","Gerente",3,"Casado",16307,2,"No",14,3,29,2,2,6,4,17
"618","No",16060,"Raramente","IyD",4,3,"Salud",4,"M","Representante_Salud",2,"Soltero",5933,9,"No",12,3,10,2,2,2,2,3
"619","No",9125,"Raramente","IyD",2,1,"Salud",1,"M","Investigador_Cientifico",1,"Soltero",3424,7,"No",13,3,6,3,2,3,0,1
"620","No",12045,"Raramente","Ventas",1,3,"Salud",1,"M","Ejecutivo_Ventas",1,"Divorciado",4037,1,"No",22,4,9,5,3,8,0,8
"621","No",12775,"Raramente","IyD",27,1,"Salud",3,"F","Investigador_Cientifico",1,"Soltero",2559,1,"No",11,3,6,3,2,5,1,1
"622","No",13140,"Raramente","Ventas",1,2,"Ciencias",2,"M","Ejecutivo_Ventas",4,"Casado",6201,1,"Si",14,3,18,1,2,14,4,11
"623","No",11680,"Raramente","Ventas",13,4,"Ciencias",2,"M","Ejecutivo_Ventas",4,"Divorciado",4403,2,"No",11,3,8,3,2,2,0,3
"624","No",10950,"Frecuentemente","IyD",5,4,"Ciencias",2,"M","Investigador_Cientifico",4,"Divorciado",3761,9,"No",12,3,10,3,2,4,0,3
"625","No",19345,"Raramente","Ventas",7,2,"Mercadeo",1,"F","Ejecutivo_Ventas",4,"Casado",10934,7,"Si",18,3,35,3,3,2,0,4
"626","No",16425,"Raramente","Ventas",9,3,"Mercadeo",4,"M","Ejecutivo_Ventas",1,"Divorciado",10761,4,"Si",12,3,18,2,3,4,0,2
"627","No",11680,"Raramente","IyD",8,2,"Salud",3,"F","Investigador_Cientifico",3,"Casado",5175,5,"No",12,3,9,3,2,3,1,3
"628","No",18980,"Frecuentemente","IyD",25,4,"Salud",3,"F","Director_Manofactura",4,"Casado",13826,3,"No",22,4,31,3,3,8,0,0
"629","No",13505,"Raramente","Ventas",16,4,"Mercadeo",4,"M","Ejecutivo_Ventas",3,"Divorciado",6334,4,"No",19,3,9,2,3,0,0,0
"630","No",10220,"Raramente","RH",8,2,"Salud",2,"M","Recursos_Humanos",4,"Divorciado",4936,1,"No",13,3,6,6,3,1,0,4
"631","No",8030,"Raramente","IyD",1,2,"Ciencias",4,"M","Director_Manofactura",4,"Casado",4775,6,"No",22,4,4,2,1,2,2,2
"632","No",16060,"Raramente","IyD",8,4,"Ciencias",1,"M","Tecnico_Laboratorio",4,"Casado",2818,2,"Si",24,4,10,2,2,2,0,2
"633","No",15330,"Frecuentemente","IyD",2,1,"Salud",2,"M","Investigador_Cientifico",4,"Soltero",2515,5,"Si",14,3,8,2,3,1,2,2
"634","No",13140,"Raramente","RH",8,3,"Ciencias",1,"M","Recursos_Humanos",1,"Casado",2342,0,"No",21,4,6,3,3,4,0,3
"635","No",9125,"Raramente","Ventas",3,1,"Otra",3,"M","Ejecutivo_Ventas",1,"Casado",4194,1,"Si",18,3,5,3,3,3,0,3
"636","No",12775,"Raramente","IyD",9,3,"Ciencias",4,"F","Director_Manofactura",3,"Casado",10685,1,"Si",20,4,17,2,3,14,5,15
"637","Si",12775,"Frecuentemente","IyD",25,4,"Ciencias",4,"F","Investigador_Cientifico",2,"Divorciado",2022,1,"Si",19,3,10,3,2,2,7,8
"638","No",11680,"No_Viaja","IyD",1,3,"Ciencias",4,"M","Tecnico_Laboratorio",4,"Divorciado",2314,0,"No",12,3,4,2,3,0,0,2
"639","No",9125,"Raramente","Ventas",4,1,"Mercadeo",3,"M","Ejecutivo_Ventas",1,"Casado",4256,1,"No",12,3,5,1,4,2,0,3
"640","No",17885,"Raramente","IyD",1,3,"Tecnicos",3,"F","Investigador_Cientifico",1,"Casado",3580,2,"No",16,3,7,2,3,2,0,2
"641","No",8760,"No_Viaja","IyD",4,1,"Ciencias",1,"M","Tecnico_Laboratorio",4,"Casado",3162,0,"No",17,3,6,2,2,2,3,4
"642","No",11680,"Frecuentemente","Ventas",5,2,"Ciencias",2,"M","Ejecutivo_Ventas",2,"Casado",6524,1,"No",14,3,10,3,3,8,5,3
"643","No",13870,"Raramente","Ventas",9,3,"Mercadeo",2,"M","Representante_Ventas",2,"Casado",2899,0,"No",19,3,3,3,3,2,1,2
"644","No",15330,"Raramente","IyD",3,3,"Ciencias",3,"F","Tecnico_Laboratorio",4,"Casado",5231,2,"Si",13,3,17,1,2,3,1,3
"645","No",11315,"Raramente","IyD",11,4,"Ciencias",4,"M","Investigador_Cientifico",4,"Casado",2356,3,"Si",19,3,8,2,3,4,0,2
"646","Si",10585,"Raramente","Ventas",1,3,"Salud",2,"F","Representante_Ventas",3,"Divorciado",2800,6,"Si",19,3,5,3,3,2,0,2
"647","No",19345,"Raramente","Ventas",8,3,"Mercadeo",1,"M","Ejecutivo_Ventas",4,"Casado",11836,5,"No",14,3,28,3,3,0,2,2
"648","No",12775,"Raramente","IyD",25,3,"Tecnicos",4,"M","Director_Manofactura",2,"Casado",10903,3,"No",16,3,16,2,3,10,4,8
"649","No",13505,"Frecuentemente","Ventas",21,2,"Salud",3,"F","Representante_Ventas",4,"Casado",2973,5,"No",15,3,10,3,3,4,0,0
"650","No",19345,"Raramente","IyD",23,4,"Ciencias",4,"F","Director_Investigación",4,"Soltero",14275,6,"No",18,3,33,0,3,9,3,8
"651","No",15695,"Frecuentemente","IyD",1,3,"Ciencias",4,"F","Representante_Salud",4,"Casado",5562,4,"No",13,3,12,2,2,2,2,2
"652","No",17155,"Raramente","Ventas",2,2,"Mercadeo",3,"F","Ejecutivo_Ventas",4,"Casado",4537,0,"Si",22,4,8,2,3,6,7,7
"653","No",13505,"No_Viaja","Ventas",19,2,"Salud",1,"M","Ejecutivo_Ventas",2,"Soltero",7642,1,"Si",13,3,10,2,3,0,0,9
"654","No",18250,"No_Viaja","IyD",2,4,"Ciencias",1,"M","Gerente",1,"Divorciado",17924,1,"No",11,3,31,3,3,6,14,7
"655","No",14235,"Raramente","RH",2,3,"Ciencias",4,"F","Recursos_Humanos",4,"Casado",5204,8,"No",11,3,13,2,3,4,0,4
"656","No",12045,"Raramente","RH",3,2,"Humanidades",4,"M","Recursos_Humanos",2,"Divorciado",2277,3,"Si",11,3,7,4,4,3,0,3
"657","Si",11680,"Raramente","IyD",25,4,"Ciencias",1,"M","Tecnico_Laboratorio",4,"Soltero",2795,1,"Si",24,4,1,2,1,0,0,1
"658","No",10585,"Raramente","IyD",7,1,"Salud",1,"F","Tecnico_Laboratorio",4,"Divorciado",2532,6,"No",14,3,8,5,3,3,0,3
"659","No",16060,"Raramente","IyD",9,2,"Ciencias",2,"M","Investigador_Cientifico",1,"Casado",2559,1,"Si",13,3,8,0,3,7,7,1
"660","No",10220,"Raramente","Ventas",5,4,"Salud",1,"M","Ejecutivo_Ventas",4,"Soltero",4908,1,"No",14,3,4,3,3,2,0,2
"661","Si",21170,"Frecuentemente","IyD",2,1,"Ciencias",4,"M","Tecnico_Laboratorio",4,"Divorciado",2380,9,"Si",14,3,3,3,2,0,0,0
"662","No",15695,"Raramente","IyD",8,3,"Ciencias",1,"F","Director_Manofactura",2,"Divorciado",4765,4,"No",21,4,4,2,4,0,0,0
"663","Si",7300,"Raramente","Ventas",2,3,"Salud",3,"F","Representante_Ventas",3,"Soltero",2044,1,"No",13,3,2,3,2,2,0,2
"664","Si",7665,"Raramente","IyD",18,1,"Otra",4,"F","Investigador_Cientifico",4,"Soltero",2693,1,"No",19,3,1,3,2,0,0,0
"665","No",13140,"Raramente","IyD",14,1,"Ciencias",3,"M","Representante_Salud",4,"Casado",6586,0,"Si",17,3,17,2,2,8,4,11
"666","No",17155,"Raramente","Ventas",2,4,"Ciencias",4,"F","Representante_Ventas",4,"Soltero",3294,1,"Si",18,3,3,3,2,2,1,2
"667","Si",8030,"Raramente","IyD",3,1,"Ciencias",2,"F","Director_Manofactura",3,"Casado",4171,0,"Si",19,3,4,3,4,2,0,2
"668","Si",14965,"Raramente","IyD",2,4,"Ciencias",2,"F","Tecnico_Laboratorio",4,"Divorciado",2778,4,"Si",13,3,10,1,2,7,1,0
"669","No",10220,"Raramente","IyD",9,3,"Salud",3,"F","Investigador_Cientifico",3,"Divorciado",2377,5,"No",18,3,6,2,3,2,2,2
"670","Si",14235,"Raramente","IyD",6,3,"Salud",4,"M","Tecnico_Laboratorio",1,"Casado",2404,7,"Si",21,4,8,2,1,2,2,2
"671","No",9855,"Raramente","IyD",4,3,"Ciencias",2,"F","Investigador_Cientifico",3,"Soltero",2318,1,"No",19,3,1,2,3,1,0,0
"672","No",12410,"Raramente","IyD",10,3,"Ciencias",2,"M","Tecnico_Laboratorio",2,"Divorciado",2008,1,"No",14,3,1,3,3,0,1,0
"673","No",15330,"Raramente","Ventas",14,2,"Salud",3,"F","Ejecutivo_Ventas",3,"Soltero",6244,7,"No",17,3,10,6,3,4,0,3
"674","No",12045,"Raramente","IyD",1,4,"Otra",3,"M","Investigador_Cientifico",1,"Soltero",2799,3,"Si",11,3,6,1,3,2,0,2
"675","No",21170,"Raramente","IyD",5,3,"Tecnicos",3,"F","Representante_Salud",2,"Divorciado",10552,2,"Si",13,3,24,3,3,0,0,4
"676","No",11315,"Raramente","Ventas",7,4,"Ciencias",2,"M","Representante_Ventas",3,"Casado",2329,3,"No",15,3,13,2,4,7,5,2
"677","No",12775,"Raramente","IyD",21,1,"Ciencias",4,"F","Representante_Salud",4,"Casado",4014,1,"Si",25,4,10,2,1,6,0,7
"678","No",17885,"Raramente","IyD",8,2,"Otra",1,"F","Tecnico_Laboratorio",2,"Casado",7403,4,"No",11,3,29,3,2,9,1,7
"679","No",17520,"Raramente","IyD",20,4,"Salud",4,"M","Investigador_Cientifico",3,"Casado",2259,4,"No",17,3,13,2,2,0,0,0
"680","No",11315,"No_Viaja","Ventas",20,2,"Mercadeo",4,"F","Ejecutivo_Ventas",3,"Casado",6932,1,"No",13,3,9,2,2,8,0,0
"681","No",13140,"Raramente","IyD",7,4,"Otra",2,"M","Investigador_Cientifico",4,"Soltero",4678,2,"No",18,3,8,6,3,2,0,1
"682","No",13870,"Raramente","IyD",1,3,"Tecnicos",4,"F","Director_Investigación",1,"Casado",13582,1,"No",13,3,15,3,3,12,5,11
"683","No",11680,"No_Viaja","IyD",1,3,"Ciencias",3,"F","Tecnico_Laboratorio",2,"Casado",2332,6,"No",20,4,5,3,3,0,0,2
"684","Si",9125,"Raramente","Ventas",19,2,"Mercadeo",3,"M","Representante_Ventas",2,"Casado",2413,1,"Si",18,3,1,2,3,0,0,0
"685","No",14600,"Raramente","Ventas",10,4,"Mercadeo",1,"M","Ejecutivo_Ventas",2,"Divorciado",9705,2,"No",12,3,11,2,2,0,0,0
"686","No",9490,"Frecuentemente","Ventas",1,3,"Salud",3,"M","Ejecutivo_Ventas",1,"Soltero",4294,1,"No",12,3,7,2,3,7,0,7
"687","No",14965,"Raramente","IyD",6,3,"Salud",4,"M","Tecnico_Laboratorio",1,"Soltero",4721,2,"Si",13,3,20,3,3,13,2,17
"688","No",13140,"Raramente","IyD",2,4,"Salud",3,"M","Tecnico_Laboratorio",3,"Soltero",2519,4,"No",21,4,16,6,3,8,3,9
"689","Si",6935,"Raramente","Ventas",21,3,"Otra",4,"M","Representante_Ventas",2,"Soltero",2121,1,"Si",13,3,1,3,4,0,0,0
"690","Si",7300,"Raramente","IyD",4,3,"Tecnicos",1,"M","Tecnico_Laboratorio",1,"Soltero",2973,1,"No",19,3,1,2,3,0,0,0
"691","No",11315,"Raramente","IyD",12,3,"Salud",4,"F","Representante_Salud",4,"Casado",5855,0,"Si",11,3,10,2,1,7,8,5
"692","No",14600,"Frecuentemente","IyD",9,4,"Salud",4,"M","Investigador_Cientifico",2,"Divorciado",3617,8,"Si",14,3,3,2,3,1,0,0
"693","No",11680,"Raramente","IyD",3,4,"Salud",3,"F","Director_Manofactura",1,"Casado",6725,1,"No",12,3,8,2,4,7,6,3
"694","Si",13140,"Raramente","Ventas",3,1,"Ciencias",3,"M","Ejecutivo_Ventas",4,"Casado",10325,1,"Si",11,3,16,6,3,7,3,7
"695","No",12045,"Raramente","IyD",1,3,"Ciencias",2,"F","Representante_Salud",4,"Soltero",6949,0,"No",14,3,6,3,3,0,1,4
"696","Si",13505,"Raramente","Ventas",1,4,"Ciencias",1,"M","Ejecutivo_Ventas",3,"Casado",10609,5,"No",11,3,17,2,1,1,11,7
"697","No",16425,"No_Viaja","IyD",4,2,"Ciencias",3,"M","Tecnico_Laboratorio",2,"Casado",4447,1,"No",12,3,9,5,2,7,0,8
"698","No",10585,"Frecuentemente","Ventas",20,3,"Tecnicos",3,"F","Representante_Ventas",4,"Casado",2157,1,"No",15,3,3,5,3,1,0,2
"699","No",12775,"Raramente","Ventas",18,3,"Salud",3,"F","Ejecutivo_Ventas",3,"Casado",4601,1,"No",16,3,5,3,3,2,1,0
"700","No",18980,"Raramente","IyD",1,2,"Ciencias",4,"M","Gerente",4,"Casado",17099,2,"No",15,3,26,2,2,8,7,8
"701","Si",21170,"Raramente","IyD",2,3,"Tecnicos",4,"M","Investigador_Cientifico",3,"Soltero",2479,4,"No",24,4,7,4,3,0,0,0
"702","No",19345,"Raramente","Ventas",2,2,"Salud",3,"M","Gerente",3,"Divorciado",14852,6,"No",13,3,22,3,4,13,15,2
"703","No",10950,"Raramente","Ventas",8,2,"Otra",3,"M","Ejecutivo_Ventas",3,"Divorciado",7264,5,"No",11,3,10,2,4,4,7,7
"704","No",13870,"No_Viaja","Ventas",10,3,"Tecnicos",3,"F","Ejecutivo_Ventas",4,"Soltero",5666,1,"Si",13,3,6,1,3,3,1,3
"705","No",12775,"Raramente","Ventas",3,4,"Ciencias",4,"M","Ejecutivo_Ventas",4,"Divorciado",7823,6,"No",13,3,12,2,3,9,0,8
"706","No",14235,"Raramente","Ventas",2,5,"Ciencias",1,"M","Ejecutivo_Ventas",3,"Soltero",7880,0,"No",18,3,9,3,3,7,0,7
